Vtrue_ktas,AMprs_inHG,AMtmp_degC,curnt___lb,alpha__deg
270.15268,21.89629,0.07846,38057.46484,-0.48842
270.59204,21.89658,0.0791,38056.39062,-0.49585
270.96097,21.89691,0.07984,38055.35156,-0.50207
271.31119,21.89729,0.08068,38054.32422,-0.50792
271.65491,21.89772,0.08163,38053.30078,-0.51194
271.99341,21.89817,0.08262,38052.27734,-0.51577
272.29547,21.8986,0.08358,38051.26562,-0.51908
272.55591,21.899,0.08445,38050.25781,-0.523
272.80103,21.89935,0.08523,38049.26562,-0.52839
273.02969,21.89967,0.08594,38048.28125,-0.53295
273.24905,21.89997,0.0866,38047.29297,-0.53737
273.45932,21.90025,0.08723,38046.3125,-0.54161
273.6644,21.90052,0.08782,38045.33594,-0.54548
273.86578,21.90077,0.08837,38044.34766,-0.54926
274.05945,21.901,0.08889,38043.37109,-0.55273
274.25046,21.90121,0.08936,38042.39453,-0.55678
274.43558,21.90141,0.08978,38041.41797,-0.56034
274.61639,21.90158,0.09017,38040.43359,-0.56388
274.79324,21.90174,0.09052,38039.45312,-0.56763
274.96243,21.90188,0.09083,38038.46484,-0.57119
275.12894,21.90201,0.09111,38037.48047,-0.57459
275.29208,21.90213,0.09138,38036.5,-0.57788
275.45065,21.90224,0.09163,38035.51562,-0.58107
275.60455,21.90235,0.09186,38034.53516,-0.584
275.75461,21.90245,0.09208,38033.55859,-0.58695
275.90228,21.90254,0.09229,38032.57031,-0.58983
276.04636,21.90263,0.09248,38031.58984,-0.59257
276.18787,21.90271,0.09267,38030.60938,-0.59551
276.32422,21.90279,0.09284,38029.625,-0.59794
276.4577,21.90284,0.09296,38028.64062,-0.58303
276.58087,21.90268,0.0926,38027.65625,-0.55884
276.67828,21.90199,0.09107,38026.67188,-0.5425
276.74039,21.90056,0.08791,38025.69531,-0.54301
276.76578,21.89838,0.08309,38024.71484,-0.56281
276.76657,21.89565,0.07705,38023.72266,-0.59439
276.75891,21.89279,0.07071,38022.74219,-0.62748
276.76245,21.89017,0.06492,38021.76562,-0.65078
276.78625,21.88806,0.06026,38020.78516,-0.65737
276.7457,21.88656,0.05694,38019.83594,-0.64776
276.67508,21.88561,0.05483,38018.92969,-0.65208
276.63721,21.88529,0.05412,38018.02344,-0.65015
276.625,21.88557,0.05475,38017.11719,-0.63702
276.63449,21.88632,0.05639,38016.20703,-0.61629
276.65408,21.88728,0.05852,38015.3125,-0.59244
276.67197,21.88817,0.0605,38014.41406,-0.57428
276.67712,21.88877,0.06183,38013.51562,-0.56595
276.66199,21.88897,0.06227,38012.61328,-0.57074
276.63116,21.88882,0.06193,38011.71094,-0.5856
276.59448,21.8885,0.06124,38010.8125,-0.60414
276.56033,21.88825,0.06067,38009.90625,-0.62001
276.53992,21.88825,0.06067,38009.01172,-0.62752
276.53403,21.8886,0.06144,38008.10156,-0.62435
276.54214,21.88927,0.06294,38007.19531,-0.61236
276.55994,21.89012,0.06482,38006.29297,-0.59615
276.57697,21.89095,0.06665,38005.39062,-0.58117
276.58478,21.89157,0.06802,38004.48438,-0.57329
276.57812,21.8919,0.06874,38003.57422,-0.57454
276.56055,21.89193,0.06882,38002.67188,-0.58412
276.53372,21.89179,0.0685,38001.76562,-0.59761
276.50775,21.89163,0.06815,38000.85547,-0.61052
276.48721,21.89162,0.06813,37999.94531,-0.61863
276.47675,21.89186,0.06866,37999.03516,-0.61901
276.48059,21.89235,0.06975,37998.12891,-0.61186
276.49033,21.89302,0.07122,37997.21875,-0.60016
276.50348,21.89371,0.07276,37996.30859,-0.58849
276.50922,21.89431,0.07407,37995.39844,-0.58065
276.50821,21.89469,0.07492,37994.49219,-0.57955
276.49628,21.89485,0.07527,37993.58203,-0.58446
276.47647,21.89484,0.07525,37992.68359,-0.59394
276.45615,21.89478,0.07511,37991.77344,-0.60391
276.4364,21.89478,0.07514,37990.85938,-0.61108
276.4259,21.89496,0.07552,37989.95312,-0.61362
276.4245,21.89533,0.07632,37989.04688,-0.60989
276.4299,21.89585,0.07747,37988.14062,-0.60219
276.43774,21.89642,0.07875,37987.23828,-0.5934
276.44504,21.89695,0.07992,37986.33203,-0.5863
276.44312,21.89734,0.08079,37985.42969,-0.58331
276.43515,21.89756,0.08128,37984.52734,-0.58608
276.42184,21.89764,0.08146,37984.07031,-0.59199
276.40485,21.89766,0.08148,37983.15625,-0.59954
276.38995,21.89769,0.08156,37982.24609,-0.60593
276.37885,21.89783,0.08187,37981.33594,-0.60886
276.37466,21.8981,0.08247,37980.42578,-0.60773
276.37567,21.8985,0.08335,37979.52344,-0.60273
276.37909,21.89896,0.08438,37978.60938,-0.59631
276.38251,21.89942,0.08539,37977.70312,-0.59091
276.38287,21.89981,0.08624,37976.79688,-0.58798
276.37915,21.90007,0.08683,37975.89453,-0.58827
276.36963,21.90023,0.08717,37974.98828,-0.59144
276.34311,21.90031,0.08735,37974.08594,-0.59509
276.12625,21.90036,0.08748,37973.25,-0.60255
275.9111,21.90055,0.08789,37972.45703,-0.60362
275.71063,21.90098,0.08883,37971.65625,-0.59587
275.52267,21.90159,0.09019,37970.85547,-0.58392
275.34219,21.90232,0.09181,37970.05859,-0.57141
275.16904,21.90305,0.09342,37969.26562,-0.56088
274.99487,21.90369,0.09484,37968.46875,-0.55389
274.83304,21.90416,0.09587,37967.67578,-0.55026
274.64746,21.90455,0.09674,37966.875,-0.54858
274.46518,21.9048,0.0973,37966.08203,-0.54807
274.28232,21.90497,0.09766,37965.27734,-0.54779
274.10324,21.90509,0.09792,37964.47656,-0.54698
273.92056,21.90518,0.09813,37963.6875,-0.545
273.74487,21.90528,0.09834,37962.88672,-0.54237
273.57513,21.90538,0.09856,37962.08984,-0.53919
273.40848,21.90549,0.09881,37961.29297,-0.53544
273.23257,21.9056,0.09905,37960.5,-0.53085
272.96622,21.90569,0.09926,37959.75391,-0.52276
272.65698,21.90577,0.09944,37959.02734,-0.51988
272.35077,21.90589,0.09969,37958.30078,-0.51415
272.05518,21.90605,0.10004,37957.58203,-0.50689
271.76569,21.90624,0.10048,37956.86719,-0.49892
271.47543,21.90644,0.10093,37956.14453,-0.49072
271.18277,21.90664,0.10135,37955.4375,-0.48388
270.89627,21.9068,0.10171,37954.72656,-0.47754
270.61624,21.90693,0.102,37954.01172,-0.47188
270.32953,21.90703,0.10221,37953.30469,-0.46634
270.02878,21.90709,0.10235,37952.58984,-0.46074
269.70996,21.90713,0.10245,37951.89062,-0.45534
269.3826,21.90717,0.10253,37951.20703,-0.44934
269.05298,21.90722,0.10264,37950.53125,-0.44267
268.70593,21.90729,0.10279,37949.86328,-0.43492
268.3598,21.90737,0.10296,37949.19531,-0.4272
268.01706,21.90746,0.10317,37948.53516,-0.41929
267.68002,21.90756,0.10339,37947.875,-0.41097
267.28537,21.90765,0.1036,37947.24219,-0.39785
266.8078,21.90772,0.10373,37946.65625,-0.39178
266.34607,21.90779,0.10391,37946.07031,-0.38309
265.89465,21.90792,0.10419,37945.48047,-0.37224
265.45657,21.90807,0.10453,37944.89062,-0.36083
265.02158,21.90825,0.10491,37944.29688,-0.3492
264.61703,21.9084,0.10524,37944.00391,-0.339
264.19302,21.90853,0.10555,37943.41406,-0.32906
263.8075,21.90863,0.10576,37942.82031,-0.32085
263.38641,21.9087,0.10592,37942.23438,-0.31204
263.01785,21.90874,0.10601,37941.65234,-0.30453
262.59924,21.90876,0.10605,37941.07031,-0.29626
262.25604,21.90877,0.10606,37940.48047,-0.28923
261.87201,21.90876,0.10605,37939.89062,-0.28108
261.49484,21.90875,0.10603,37939.30469,-0.27314
261.12134,21.90874,0.106,37938.71094,-0.26498
260.77927,21.90873,0.10598,37938.11719,-0.25708
260.42822,21.90871,0.10594,37937.52734,-0.2491
260.08334,21.9087,0.10591,37936.9375,-0.24132
259.72824,21.90868,0.10586,37936.34375,-0.23315
259.38919,21.90865,0.10581,37935.75391,-0.22526
259.05695,21.90862,0.10574,37935.16406,-0.2178
258.72491,21.90859,0.10567,37934.58203,-0.21029
258.40286,21.90856,0.10559,37933.99219,-0.20299
258.08304,21.90852,0.10551,37933.40234,-0.19565
257.77164,21.90848,0.10542,37932.8125,-0.18862
257.46716,21.90844,0.10534,37932.23047,-0.18135
257.16095,21.9084,0.10525,37931.63672,-0.17429
256.86603,21.90836,0.10515,37931.05078,-0.1673
256.5737,21.90831,0.10506,37930.45703,-0.16041
256.28787,21.90827,0.10496,37929.86719,-0.15364
256.00775,21.90822,0.10486,37929.27344,-0.14722
255.73024,21.90817,0.10475,37928.68359,-0.1405
255.45718,21.90813,0.10464,37928.10156,-0.13436
255.19394,21.90808,0.10454,37927.51562,-0.12809
254.92854,21.90803,0.10443,37926.92578,-0.12165
254.69476,21.90799,0.10434,37926.63281,-0.116
254.43422,21.90794,0.10423,37926.04297,-0.1098
254.18298,21.90789,0.10413,37925.44922,-0.10384
253.93735,21.90785,0.10403,37924.85938,-0.09764
253.69754,21.90781,0.10394,37924.27344,-0.09213
253.46161,21.90776,0.10384,37923.6875,-0.08615
253.23019,21.90772,0.10374,37923.09766,-0.08065
253.00336,21.90768,0.10365,37922.51172,-0.07492
252.78329,21.90763,0.10355,37921.92188,-0.06986
252.56393,21.90759,0.10346,37921.32812,-0.06432
252.34943,21.90754,0.10336,37920.74219,-0.05902
252.13809,21.9075,0.10326,37920.15234,-0.05401
251.93082,21.90746,0.10316,37919.5625,-0.04896
251.72649,21.90741,0.10307,37918.97266,-0.04401
251.52275,21.90737,0.10298,37918.38281,-0.03857
251.32829,21.90733,0.10289,37917.78906,-0.03401
251.13223,21.90729,0.1028,37917.19922,-0.029
250.94333,21.90726,0.10272,37916.60938,-0.02426
250.75694,21.90722,0.10263,37916.02344,-0.01967
250.5732,21.90718,0.10255,37915.43359,-0.01491
250.39099,21.90714,0.10246,37914.84375,-0.01035
250.21193,21.9071,0.10238,37914.25,-0.00595
250.03506,21.90706,0.1023,37913.66406,-0.00145
249.8611,21.90703,0.10222,37913.07812,0.00297
249.69084,21.90699,0.10214,37912.48828,0.00707
249.52142,21.90696,0.10207,37911.90625,0.01149
249.35597,21.90693,0.10199,37911.30859,0.01573
249.18935,21.90689,0.10192,37910.72656,0.02013
249.02789,21.90686,0.10185,37910.13672,0.02395
248.86693,21.90684,0.10179,37909.55078,0.02805
248.70879,21.90681,0.10172,37908.95703,0.03205
248.5508,21.90677,0.10166,37908.36719,0.03621
248.39566,21.90675,0.1016,37907.77344,0.04035
248.24318,21.90672,0.10154,37907.18359,0.04429
248.11853,21.90811,0.10461,37906.58984,0.04378
248.02806,21.90811,0.10461,37906.29297,0.06149
247.8735,21.90804,0.10444,37905.70312,0.06258
247.71869,21.90788,0.1041,37905.11328,0.06294
247.508,21.90767,0.10365,37904.55469,0.06859
247.22919,21.90745,0.10314,37904.01562,0.06847
246.93994,21.90727,0.10274,37903.48828,0.07302
246.66245,21.90718,0.10256,37902.96094,0.08147
246.39186,21.90719,0.10257,37902.43359,0.09152
246.12572,21.90726,0.10273,37901.91016,0.10249
245.86488,21.90737,0.10296,37901.375,0.1126
245.60538,21.90747,0.10319,37900.85547,0.12175
245.34677,21.90755,0.10338,37900.32422,0.12957
245.08908,21.90761,0.1035,37899.80078,0.13644
244.83315,21.90763,0.10356,37899.27344,0.14262
244.57964,21.90764,0.10357,37898.75,0.14851
244.32756,21.90763,0.10354,37898.21875,0.15454
244.0786,21.90761,0.1035,37897.69141,0.16079
243.83331,21.90759,0.10346,37897.16406,0.167
243.59137,21.90758,0.10342,37896.63281,0.17353
243.35002,21.90756,0.1034,37896.10938,0.18032
243.1144,21.90755,0.10337,37895.57812,0.18711
242.87892,21.90754,0.10335,37895.05078,0.19352
242.64777,21.90753,0.10333,37894.52344,0.20004
242.4167,21.90752,0.10331,37893.99609,0.20652
242.18825,21.90751,0.10328,37893.46875,0.21287
241.96175,21.9075,0.10325,37892.94531,0.21918
241.73785,21.90748,0.10322,37892.41406,0.22535
241.51779,21.90746,0.10318,37891.89062,0.23153
241.29967,21.90745,0.10314,37891.36328,0.23782
241.08318,21.90743,0.1031,37890.83984,0.24382
240.86823,21.90741,0.10305,37890.30859,0.24965
240.65289,21.90738,0.10301,37889.78906,0.25565
240.44086,21.90737,0.10296,37889.25781,0.26165
240.2332,21.90735,0.10292,37888.73438,0.26758
240.02728,21.90733,0.10288,37888.20703,0.27361
239.82303,21.90731,0.10284,37887.67969,0.27957
239.62082,21.90729,0.1028,37887.15234,0.28536
239.42223,21.90727,0.10276,37886.62891,0.29105
239.22484,21.90725,0.10271,37886.10156,0.29658
239.02917,21.90723,0.10266,37885.57031,0.30219
238.83542,21.90721,0.10261,37885.04297,0.30774
238.64085,21.90719,0.10257,37884.51953,0.31351
238.45105,21.90717,0.10252,37883.99219,0.31875
238.26382,21.90715,0.10248,37883.46875,0.32452
238.07875,21.90713,0.10243,37882.94141,0.32989
237.89581,21.90711,0.10239,37882.41797,0.3351
237.71434,21.90709,0.10234,37881.88672,0.34046
237.53546,21.90707,0.1023,37881.36328,0.3456
237.35736,21.90705,0.10225,37880.83594,0.3512
237.18242,21.90702,0.1022,37880.30469,0.35617
237.01042,21.907,0.10216,37879.78125,0.36126
236.83688,21.90698,0.10211,37879.26172,0.36644
236.6656,21.90696,0.10206,37878.73047,0.37115
236.49792,21.90694,0.10202,37878.21094,0.37612
236.33257,21.90692,0.10198,37877.68359,0.38113
236.16768,21.9069,0.10193,37877.15625,0.38617
236.00252,21.90688,0.10189,37876.62891,0.39108
235.84149,21.90686,0.10185,37876.10547,0.39597
235.68336,21.90685,0.10181,37875.57812,0.40073
235.52512,21.90682,0.10176,37875.05469,0.4054
235.36693,21.90681,0.10172,37874.52734,0.41026
235.21277,21.90679,0.10168,37874,0.41484
235.05937,21.90677,0.10164,37873.73438,0.41957
234.91039,21.90675,0.1016,37873.21094,0.42377
234.75992,21.90673,0.10156,37872.67969,0.4285
234.61206,21.90672,0.10152,37872.15625,0.43311
234.46481,21.9067,0.10148,37871.62891,0.43773
234.31808,21.90668,0.10144,37871.10547,0.44188
234.17499,21.90666,0.10141,37870.57812,0.4464
234.03241,21.90665,0.10137,37870.05469,0.45082
233.89003,21.90663,0.10133,37869.52344,0.45517
233.7513,21.90661,0.10129,37869.00391,0.45943
233.6138,21.9066,0.10126,37868.47266,0.46366
233.47647,21.90658,0.10122,37867.95312,0.46788
233.34271,21.90656,0.10118,37867.42188,0.47223
233.20984,21.90654,0.10115,37866.89844,0.47611
233.07698,21.90653,0.10111,37866.37109,0.48025
232.94746,21.90651,0.10107,37865.84766,0.48418
232.81723,21.90649,0.10103,37865.32031,0.48804
232.68858,21.90648,0.101,37864.79297,0.49237
232.56235,21.90646,0.10096,37864.26953,0.49616
232.43767,21.90645,0.10093,37863.74219,0.5001
232.31256,21.90643,0.1009,37863.21094,0.50398
232.18909,21.90642,0.10086,37862.68359,0.5079
232.0697,21.9064,0.10083,37862.15234,0.51148
231.94937,21.90639,0.1008,37861.625,0.5155
231.83125,21.90637,0.10076,37861.09766,0.51905
231.71358,21.90635,0.10073,37860.56641,0.5227
231.59679,21.90634,0.10069,37860.03906,0.52638
231.48235,21.90632,0.10066,37859.50781,0.52999
231.36801,21.90631,0.10063,37858.98047,0.53387
231.25467,21.9063,0.1006,37858.45703,0.53694
231.14307,21.90628,0.10057,37857.92969,0.54069
231.03264,21.90627,0.10054,37857.40234,0.54424
230.92233,21.90626,0.10051,37856.875,0.54774
230.81395,21.90624,0.10048,37856.34375,0.55125
230.70642,21.90623,0.10045,37855.82031,0.55468
230.5986,21.90621,0.10042,37855.29297,0.55811
230.49387,21.9062,0.10039,37854.76562,0.56113
230.39006,21.90619,0.10036,37854.23438,0.56449
230.28691,21.90618,0.10033,37853.71484,0.56818
230.18465,21.90617,0.10031,37853.18359,0.57131
230.08295,21.90615,0.10028,37852.65234,0.57456
229.98085,21.90614,0.10025,37852.12891,0.57782
229.88123,21.90613,0.10022,37851.59766,0.58092
229.78229,21.90611,0.10019,37851.07031,0.58408
229.68565,21.9061,0.10017,37850.54297,0.58727
229.58966,21.90609,0.10014,37850.01953,0.59038
229.49382,21.90608,0.10011,37849.48828,0.5934
229.39972,21.90607,0.10009,37848.96484,0.59646
229.30272,21.90605,0.10006,37848.43359,0.59996
229.18309,21.90604,0.10003,37847.91406,0.60324
229.06152,21.90603,0.1,37847.38672,0.60702
228.86638,21.90603,0.10001,37846.89844,0.61974
228.58379,21.90603,0.10002,37846.43359,0.62218
228.30957,21.9061,0.10016,37845.95312,0.63164
228.0408,21.90624,0.10048,37845.48047,0.64427
227.77794,21.90644,0.10092,37845.00781,0.65775
227.51831,21.90667,0.10141,37844.54297,0.67031
227.25601,21.90688,0.10189,37844.07422,0.68219
226.99574,21.90707,0.1023,37843.61328,0.69166
226.73685,21.90722,0.10263,37843.14062,0.7003
226.47777,21.90733,0.10287,37842.66406,0.70858
226.22145,21.9074,0.10304,37842.19922,0.7161
225.96326,21.90746,0.10317,37841.71875,0.72385
225.70955,21.9075,0.10325,37841.24609,0.73159
225.4575,21.90753,0.10332,37840.77734,0.73994
225.20621,21.90755,0.10338,37840.30859,0.74805
224.95831,21.90758,0.10344,37839.83594,0.75664
224.71039,21.90761,0.10349,37839.37109,0.76541
224.46736,21.90763,0.10355,37838.89062,0.77396
224.22571,21.90765,0.1036,37838.43359,0.78263
223.98566,21.90767,0.10363,37837.95312,0.7912
223.7467,21.90768,0.10366,37837.48828,0.79937
223.51041,21.90769,0.10368,37837.02734,0.80745
223.27504,21.9077,0.1037,37836.55859,0.81616
223.04245,21.9077,0.10369,37836.32031,0.8255
222.80978,21.90768,0.10366,37835.84375,0.83355
222.58067,21.90766,0.10361,37835.37891,0.84102
222.35533,21.90763,0.10354,37834.91016,0.84855
222.13647,21.90759,0.10347,37834.42969,0.85598
221.91298,21.90756,0.10339,37833.96094,0.8638
221.6926,21.90753,0.10333,37833.48438,0.8716
221.47295,21.9075,0.10327,37833.02344,0.87965
221.25407,21.90748,0.10322,37832.54688,0.88787
221.03827,21.90746,0.10317,37832.07031,0.89575
220.82602,21.90744,0.10313,37831.60156,0.90375
220.61815,21.90742,0.1031,37831.13281,0.91151
220.40855,21.90741,0.10306,37830.66406,0.91931
220.20241,21.90739,0.10302,37830.1875,0.92661
219.99762,21.90737,0.10297,37829.72266,0.9341
219.79742,21.90735,0.10293,37829.25,0.94159
219.59627,21.90733,0.10289,37828.78125,0.94907
219.39706,21.90731,0.10284,37828.31641,0.95671
219.20065,21.90729,0.1028,37827.85156,0.96376
219.00171,21.90727,0.10276,37827.39062,0.97117
218.80815,21.90726,0.10272,37826.91406,0.97827
218.61513,21.90724,0.10268,37826.44922,0.98575
218.42583,21.90722,0.10264,37825.98828,0.99291
218.23698,21.9072,0.1026,37825.50781,1.00011
218.0502,21.90718,0.10256,37825.03906,1.00707
217.86768,21.90717,0.10252,37824.57031,1.01401
217.68327,21.90715,0.10248,37824.09766,1.02102
217.50186,21.90713,0.10244,37823.63672,1.02772
217.32228,21.90711,0.1024,37823.16406,1.03472
217.14507,21.90709,0.10236,37822.70312,1.04179
216.96658,21.90707,0.10231,37822.23828,1.04857
216.7906,21.90706,0.10228,37821.77344,1.05523
216.61624,21.90704,0.10224,37821.30469,1.06195
216.44185,21.90702,0.1022,37820.83203,1.06886
216.27054,21.90701,0.10217,37820.36328,1.0754
216.10104,21.90699,0.10214,37819.89453,1.08191
215.93503,21.90697,0.1021,37819.42578,1.08834
215.76599,21.90696,0.10206,37818.96484,1.09503
215.59956,21.90694,0.10203,37818.48828,1.10152
215.4348,21.90693,0.10199,37818.01562,1.10795
215.27188,21.90691,0.10196,37817.54688,1.11447
215.11259,21.9069,0.10192,37817.08594,1.12041
214.95128,21.90688,0.10189,37816.62109,1.12695
214.79411,21.90687,0.10186,37816.16016,1.13319
214.63507,21.90685,0.10182,37815.69141,1.13954
214.42599,21.90684,0.10179,37815.24609,1.1493
214.16132,21.90682,0.10177,37814.80078,1.15761
213.89894,21.90686,0.10184,37814.35547,1.16973
213.63986,21.90694,0.10202,37813.91016,1.18319
213.38631,21.90705,0.10225,37813.46875,1.19645
213.1368,21.90716,0.10251,37813.02734,1.20894
212.88715,21.90727,0.10275,37812.58594,1.22027
212.63864,21.90737,0.10296,37812.14062,1.23104
212.38556,21.90744,0.10313,37811.69531,1.2416
212.06111,21.9075,0.10325,37811.26172,1.25485
211.69162,21.90755,0.10338,37810.84375,1.26812
211.32532,21.90765,0.1036,37810.4375,1.28511
210.96194,21.90779,0.1039,37810.03125,1.30382
210.60344,21.90795,0.10425,37809.62109,1.32185
210.24876,21.90812,0.10462,37809.21484,1.33934
209.8858,21.90827,0.10496,37808.80859,1.35636
209.51245,21.9084,0.10525,37808.40625,1.37283
209.13472,21.90852,0.10551,37808.01172,1.38885
208.75667,21.90862,0.10575,37807.60938,1.40531
208.3817,21.90872,0.10597,37807.21484,1.42177
208.01137,21.90881,0.10617,37806.80859,1.43849
207.64024,21.90889,0.10634,37806.41406,1.45504
207.27307,21.90896,0.10649,37806.00781,1.47111
206.90431,21.90902,0.10662,37805.60938,1.48754
206.54146,21.90907,0.10673,37805.20312,1.50368
206.18108,21.90911,0.10682,37805.00391,1.51975
205.82245,21.90914,0.10689,37804.60547,1.53585
205.46538,21.90917,0.10695,37804.20312,1.55182
205.11052,21.90919,0.107,37803.80859,1.56756
204.75925,21.90921,0.10704,37803.40625,1.58417
204.41179,21.90922,0.10707,37803.00781,1.6002
204.06209,21.90924,0.1071,37802.60938,1.6164
203.7148,21.90924,0.10712,37802.21094,1.63262
203.37305,21.90925,0.10713,37801.80859,1.64858
203.03297,21.90926,0.10714,37801.41406,1.66459
202.69489,21.90926,0.10715,37801.01953,1.6806
202.36151,21.90926,0.10715,37800.61719,1.69637
202.02829,21.90926,0.10714,37800.21875,1.71237
201.69585,21.90925,0.10713,37799.81641,1.72826
201.36232,21.90925,0.10712,37799.41016,1.74436
201.03404,21.90924,0.10711,37799.01562,1.76027
200.70612,21.90924,0.10709,37798.61328,1.77629
200.38435,21.90923,0.10708,37798.21094,1.7919
200.06406,21.90922,0.10706,37797.8125,1.80777
199.74333,21.90921,0.10704,37797.41797,1.82375
199.42828,21.9092,0.10701,37797.01562,1.83943
199.11485,21.90919,0.10699,37796.61719,1.85493
198.80203,21.90917,0.10695,37796.21484,1.87059
